QtdDiasSemCompras;CamprasMedia;CamprasMediaMesAtual;UltimaCompraCancelada;isPositivada
49;4.333333;6;1;1
13;4.333333;7;0;1
2;4.333333;3;0;0
18;4.333333;4;0;0
14;4.333333;18;0;0
10;4.333333;4;0;0
4;4.333333;7;0;0
64;4.333333;7;1;1
21;4.333333;10;0;1
7;4.333333;18;0;0
11;4.333333;7;0;1
18;4.333333;5;0;1
46;4.333333;3;0;1
21;4.333333;13;0;0
7;4.333333;22;0;0
45;4.333333;0;1;0
16;4.333333;3;0;1
4;4.333333;8;0;1
11;4.333333;9;0;0
5;4.333333;5;0;0
49;4.333333;7;0;1
21;4.333333;5;0;0
33;4.333333;0;0;0
4;4.333333;3;0;0
4;4.333333;9;0;1
67;4.333333;0;0;0
13;4.333333;5;0;0
21;4.333333;6;0;0
9;4.333333;5;0;0
6;4.333333;0;1;0
41;4.333333;8;1;0
7;4.333333;15;0;0
3;4.333333;6;0;0
24;4.333333;0;0;0
11;4.333333;4;0;0
14;4.333333;9;0;0
8;4.333333;0;0;0
14;4.333333;11;0;1
15;4.333333;0;0;0
20;4.333333;6;0;0
63;4.333333;0;0;0
35;4.333333;11;0;1
14;4.333333;5;0;1
2;4.333333;6;0;0
14;4.333333;6;0;1
37;4.333333;0;0;0
7;4.333333;8;0;1
7;4.333333;2;0;1
69;4.333333;5;1;0
12;4.333333;6;0;1
61;4.333333;4;1;1
21;4.333333;5;1;1
21;4.333333;0;0;0
12;4.333333;16;0;1
6;4.333333;5;0;0
12;4.333333;12;1;1
3;4.333333;3;0;0
21;4.333333;15;0;0
8;4.333333;3;0;1
32;4.333333;6;1;0
5;4.333333;9;0;1
28;4.333333;7;0;0
51;4.333333;3;0;1
21;4.333333;3;0;1
5;4.333333;8;0;1
62;4.333333;3;1;0
24;4.333333;4;1;1
21;4.333333;7;0;1
28;4.333333;4;1;1
15;4.333333;6;0;0
36;4.333333;0;0;0
40;4.333333;11;0;1
32;4.333333;0;0;0
3;4.333333;0;1;0
2;4.333333;30;0;0
13;4.333333;6;0;1
22;4.333333;0;0;0
70;4.333333;0;0;0
19;4.333333;7;0;0
6;4.333333;8;0;0
10;4.333333;13;0;0
7;4.333333;3;0;0
12;4.333333;12;0;0
77;4.333333;0;1;0
6;4.333333;15;0;0
13;4.333333;8;0;1
21;4.333333;5;0;1
33;4.333333;5;1;1
15;4.333333;5;0;1
9;4.333333;15;0;0
24;4.333333;1;0;1
62;4.333333;0;0;0
20;4.333333;4;0;0
21;4.333333;2;1;1
77;4.333333;4;1;0
2;4.333333;9;0;0
34;4.333333;0;1;0
34;4.333333;10;1;0
2;4.333333;15;0;0
33;4.333333;12;0;1
8;4.333333;5;0;0
55;4.333333;20;0;1
16;4.333333;5;0;0
7;4.333333;10;0;1
47;4.333333;3;1;0
35;4.333333;4;1;0
6;4.333333;18;0;0
7;4.333333;7;0;0
5;4.333333;9;0;0
35;4.333333;9;0;1
12;4.333333;0;1;0
4;4.333333;6;0;0
32;4.333333;9;1;0
48;4.333333;5;1;1
27;4.333333;4;1;0
21;4.333333;7;1;1
28;4.333333;6;1;1
46;4.333333;0;1;0
10;4.333333;8;0;1
9;4.333333;7;0;0
25;4.333333;5;1;1
21;4.333333;9;0;1
14;4.333333;5;1;0
13;4.333333;12;0;0
26;4.333333;0;1;0
8;4.333333;4;0;0
37;4.333333;8;0;1
12;4.333333;7;0;0
63;4.333333;22;0;1
21;4.333333;7;0;0
7;4.333333;14;0;0
35;4.333333;0;1;0
49;4.333333;0;1;0
3;4.333333;5;0;0
9;4.333333;4;0;0
38;4.333333;9;0;1
54;4.333333;0;0;0
6;4.333333;0;0;0
3;4.333333;8;0;0
49;4.333333;7;1;0
21;4.333333;4;0;0
31;4.333333;6;1;1
21;4.333333;12;0;0
14;4.333333;4;0;1
75;4.333333;6;1;1
9;4.333333;3;0;0
35;4.333333;12;0;1
4;4.333333;15;0;1
7;4.333333;16;0;0
33;4.333333;9;1;0
1;4.333333;6;0;0
5;4.333333;6;0;0
64;4.333333;0;0;0
15;4.333333;8;0;0
13;4.333333;0;1;0
9;4.333333;0;1;0
27;4.333333;5;1;1
35;4.333333;3;1;0
17;4.333333;12;0;0
7;4.333333;21;0;0
6;4.333333;9;0;0
42;4.333333;16;1;0
77;4.333333;5;1;0
33;4.333333;6;1;1
18;4.333333;4;0;1
5;4.333333;24;0;0
13;4.333333;7;0;0
26;4.333333;4;1;1
6;4.333333;6;0;1
42;4.333333;8;1;0
56;4.333333;8;1;1
12;4.333333;5;0;1
37;4.333333;4;1;0
33;4.333333;4;1;0
39;4.333333;0;0;0
21;4.333333;4;1;1
43;4.333333;4;1;1
85;4.333333;5;1;0
14;4.333333;16;0;0
48;4.333333;0;1;0
13;4.333333;4;1;1
2;4.333333;5;0;0
52;4.333333;0;0;0
8;4.333333;10;0;1
56;4.333333;0;0;0
34;4.333333;4;1;0
6;4.333333;1;0;1
42;4.333333;0;0;0
7;4.333333;5;0;1
60;4.333333;0;0;1
61;4.333333;8;1;1
13;4.333333;5;0;1
21;4.333333;8;1;1
5;4.333333;4;0;0
11;4.333333;7;0;0
51;4.333333;9;1;1
50;4.333333;0;0;0
10;4.333333;9;0;1
15;4.333333;4;0;1
6;4.333333;4;0;0
28;4.333333;5;1;1
66;4.333333;6;1;0
21;4.333333;8;0;0
20;4.333333;18;0;0
10;4.333333;3;0;0
10;4.333333;7;0;0
11;4.333333;8;0;0
4;4.333333;4;0;0
1;4.333333;13;0;0
3;4.333333;0;0;0
51;4.333333;0;0;0
10;4.333333;6;0;0
32;4.333333;4;0;1
5;4.333333;12;0;0
16;4.333333;4;0;0
5;4.333333;5;0;1
35;4.333333;11;1;1
23;4.333333;2;0;1
14;4.333333;6;0;0
6;4.333333;7;0;0
77;4.333333;5;1;1
7;4.333333;2;0;0
1;4.333333;9;0;0
52;4.333333;18;1;1
70;4.333333;7;1;1
35;4.333333;2;0;1
29;4.333333;14;1;1
40;4.333333;0;1;0
32;4.333333;0;1;0
20;4.333333;6;0;1
28;4.333333;4;0;1
49;4.333333;0;0;0
20;4.333333;5;1;0
4;4.333333;10;0;0
35;4.333333;4;0;1
7;4.333333;6;0;0
33;4.333333;0;1;0
63;4.333333;0;1;0
40;4.333333;4;1;0
76;4.333333;0;0;0
38;4.333333;2;1;0
8;4.333333;3;0;0
8;4.333333;9;0;0
21;4.333333;8;0;1
2;4.333333;8;0;0
28;4.333333;0;1;0
21;4.333333;3;0;0
22;4.333333;10;1;0
6;4.333333;12;0;0
13;4.333333;11;0;0
23;4.333333;5;1;0
12;4.333333;8;0;0
17;4.333333;4;0;0
7;4.333333;13;0;0
23;4.333333;3;1;0
14;4.333333;5;0;0
45;4.333333;0;0;0
41;4.333333;0;0;0
18;4.333333;6;0;0
25;4.333333;0;0;0
6;4.333333;5;0;1
8;4.333333;0;1;0
13;4.333333;8;0;0
7;4.333333;4;0;1
61;4.333333;0;1;0
17;4.333333;8;0;0
34;4.333333;4;0;1
15;4.333333;5;0;0
5;4.333333;16;0;0
21;4.333333;9;1;0
35;4.333333;0;0;0
55;4.333333;8;1;1
22;4.333333;0;1;0
2;4.333333;10;0;0
82;4.333333;3;1;1
7;4.333333;17;0;0
56;4.333333;6;1;0
20;4.333333;8;0;0
2;4.333333;4;0;0
5;4.333333;10;0;0
9;4.333333;8;0;0
4;4.333333;5;0;0
7;4.333333;11;0;0
23;4.333333;4;1;1
15;4.666666;0;0;0
14;4.666666;7;0;1
20;4.666666;7;0;0
7;4.666666;39;0;0
5;4.666666;20;0;0
8;4.666666;7;0;0
25;4.666666;0;0;0
91;4.666666;0;1;0
33;4.666666;7;0;1
26;4.666666;6;1;0
56;4.666666;11;1;1
12;4.666666;4;0;0
56;4.666666;4;1;1
31;4.666666;6;0;1
17;4.666666;5;0;0
52;4.666666;0;0;0
8;4.666666;0;1;0
35;4.666666;12;0;1
5;4.666666;6;0;0
1;4.666666;5;0;0
7;4.666666;16;0;0
3;4.666666;15;0;0
7;4.666666;19;0;0
6;4.666666;8;0;1
2;4.666666;9;0;0
43;4.666666;0;1;0
21;4.666666;0;0;0
39;4.666666;5;0;1
41;4.666666;4;0;1
18;4.666666;9;0;0
50;4.666666;3;0;1
49;4.666666;4;1;1
4;4.666666;5;0;0
10;4.666666;6;0;0
14;4.666666;6;0;0
49;4.666666;0;0;0
35;4.666666;9;0;1
21;4.666666;9;0;1
29;4.666666;4;1;1
14;4.666666;9;0;0
47;4.666666;3;1;1
61;4.666666;0;0;0
24;4.666666;10;1;0
13;4.666666;0;0;0
3;4.666666;9;0;0
42;4.666666;15;1;1
42;4.666666;3;0;1
14;4.666666;6;1;1
48;4.666666;0;1;0
7;4.666666;8;0;1
44;4.666666;0;1;0
33;4.666666;0;1;0
1;4.666666;24;0;0
10;4.666666;9;0;0
7;4.666666;4;0;0
6;4.666666;10;0;0
3;4.666666;4;0;0
5;4.666666;15;0;0
21;4.666666;5;0;0
5;4.666666;0;1;0
5;4.666666;7;0;0
15;4.666666;11;0;1
14;4.666666;5;0;1
7;4.666666;10;0;0
6;4.666666;7;0;0
12;4.666666;14;0;0
28;4.666666;4;0;1
52;4.666666;6;1;1
14;4.666666;0;0;0
63;4.666666;0;1;0
29;4.666666;7;1;1
35;4.666666;4;1;0
14;4.666666;4;1;1
28;4.666666;0;0;0
20;4.666666;6;1;0
2;4.666666;4;0;0
4;4.666666;9;0;0
14;4.666666;12;0;1
6;4.666666;4;0;0
13;4.666666;6;1;1
21;4.666666;9;0;0
13;4.666666;24;0;0
90;4.666666;0;1;0
63;4.666666;8;1;0
35;4.666666;4;0;1
14;4.666666;7;1;0
15;4.666666;5;0;1
22;4.666666;0;0;0
10;4.666666;5;0;0
2;4.666666;19;0;0
46;4.666666;0;1;0
23;4.666666;14;0;0
7;4.666666;3;0;1
22;4.666666;20;0;1
11;4.666666;7;0;1
13;4.666666;4;0;1
49;4.666666;0;1;0
29;4.666666;18;1;1
10;4.666666;12;0;0
2;4.666666;11;0;0
8;4.666666;10;0;0
26;4.666666;0;0;0
6;4.666666;20;0;0
8;4.666666;0;0;0
22;4.666666;10;0;0
4;4.666666;10;0;0
21;4.666666;9;1;1
14;4.666666;11;0;0
21;4.666666;16;0;0
33;4.666666;7;1;1
9;4.666666;10;0;0
23;4.666666;0;0;0
14;4.666666;5;0;0
38;4.666666;6;0;1
6;4.666666;8;1;0
57;4.666666;13;1;0
5;4.666666;2;0;0
65;4.666666;0;0;0
22;4.666666;6;0;1
6;4.666666;12;0;0
1;4.666666;10;0;0
18;4.666666;6;0;1
13;4.666666;6;0;1
10;4.666666;9;1;0
14;4.666666;6;0;1
11;4.666666;0;0;0
16;4.666666;8;1;1
30;4.666666;6;0;1
21;4.666666;1;0;0
7;4.666666;5;0;0
18;4.666666;7;1;0
47;4.666666;0;1;0
8;4.666666;14;0;0
31;4.666666;1;1;0
6;4.666666;3;0;1
30;4.666666;8;1;0
9;4.666666;3;0;0
34;4.666666;0;1;0
5;4.666666;11;0;0
1;4.666666;6;0;0
21;4.666666;0;1;0
64;4.666666;0;0;0
26;4.666666;1;0;1
9;4.666666;6;0;0
23;4.666666;9;1;0
3;4.666666;5;0;0
2;4.666666;10;0;0
7;4.666666;12;0;0
56;4.666666;0;1;0
31;4.666666;15;0;1
44;4.666666;4;1;0
10;4.666666;14;0;0
21;4.666666;6;0;1
10;4.666666;0;0;0
21;4.666666;7;0;1
70;4.666666;12;1;0
56;4.666666;5;1;1
16;4.666666;0;0;0
12;4.666666;0;0;0
45;4.666666;0;1;0
11;4.666666;4;0;0
25;4.666666;7;1;0
9;4.666666;14;0;0
21;4.666666;7;1;0
16;4.666666;13;0;0
21;4.666666;4;0;0
35;4.666666;0;1;0
8;4.666666;4;0;1
10;4.666666;10;0;0
11;4.666666;6;0;1
39;4.666666;0;1;0
4;4.666666;6;0;0
66;4.666666;11;1;0
84;4.666666;3;1;1
20;4.666666;12;0;0
55;4.666666;0;1;0
5;4.666666;3;0;0
23;4.666666;8;0;1
24;4.666666;3;1;0
7;4.666666;15;0;0
16;4.666666;5;0;1
28;4.666666;5;0;1
21;4.666666;12;0;0
6;4.666666;5;0;0
9;4.666666;0;0;0
19;4.666666;1;0;1
84;4.666666;0;1;0
59;4.666666;0;1;0
91;4.666666;2;1;1
29;4.666666;9;1;1
48;4.666666;0;0;0
76;4.666666;3;1;0
44;4.666666;0;0;0
60;4.666666;3;1;0
37;4.666666;9;1;1
32;4.666666;0;0;0
36;4.666666;0;0;0
42;4.666666;4;1;1
21;4.666666;4;1;1
10;4.666666;1;0;0
8;4.666666;15;0;0
17;4.666666;6;0;1
49;4.666666;10;1;0
43;4.666666;6;1;0
12;4.666666;6;0;1
70;4.666666;0;1;0
37;4.666666;0;0;0
21;4.666666;17;0;0
18;4.666666;11;0;0
2;4.666666;8;0;0
40;4.666666;0;0;0
23;4.666666;7;0;1
14;4.666666;5;1;1
21;4.666666;5;0;1
12;4.666666;10;0;0
7;4.666666;17;0;0
5;4.666666;7;1;0
10;4.666666;9;0;1
3;4.666666;8;0;0
2;4.666666;12;0;0
18;4.666666;7;0;1
18;4.666666;5;1;0
14;4.666666;8;0;1
8;4.666666;4;0;0
7;4.666666;9;0;1
18;4.666666;0;0;0
6;4.666666;6;0;0
48;4.666666;11;1;0
7;4.666666;27;0;0
21;4.666666;10;0;0
7;4.666666;0;0;0
4;4.666666;4;0;1
47;4.666666;5;1;1
22;4.666666;8;1;0
21;4.666666;6;1;0
15;4.666666;5;1;0
7;4.666666;13;0;0
5;4.666666;12;0;0
6;4.666666;27;0;0
59;4.666666;14;1;0
1;4.666666;11;0;0
14;4.666666;0;1;0
19;4.666666;0;0;0
25;4.666666;11;0;1
5;4.666666;4;1;1
21;4.666666;11;0;1
15;4.666666;4;1;0
23;4.666666;4;1;0
7;4.666666;21;0;0
39;4.666666;11;0;1
35;4.666666;14;0;1
12;4.666666;11;0;1
47;4.666666;6;0;1
1;4.666666;8;1;1
7;4.666666;6;0;0
35;4.666666;10;1;1
20;4.666666;9;0;0
35;4.666666;6;0;1
30;4.666666;0;0;0
82;4.666666;0;1;0
4;4.666666;8;0;0
5;4.666666;18;0;1
10;4.666666;13;0;0
9;4.666666;4;0;0
13;4.666666;11;0;0
6;4.666666;4;0;1
6;4.666666;17;0;0
42;4.666666;0;1;0
6;4.666666;8;1;1
41;4.666666;0;0;0
29;4.666666;5;1;1
35;4.666666;5;1;1
80;4.666666;0;1;0
19;4.666666;5;1;0
7;4.666666;4;0;1
5;4.666666;13;0;1
15;4.666666;6;1;0
10;4.666666;8;0;0
4;4.666666;3;0;0
66;4.666666;0;1;0
21;4.666666;7;0;0
43;4.666666;7;1;0
9;4.666666;6;0;1
8;4.666666;4;1;1
49;4.666666;8;1;1
19;4.666666;5;0;0
24;4.666666;0;1;0
26;4.666666;5;1;0
6;4.666666;3;0;0
14;4.666666;4;1;0
5;4.666666;0;0;0
31;4.666666;0;0;0
33;4.666666;0;0;0
32;4.666666;5;0;1
2;4.666666;6;0;0
37;4.666666;4;1;1
35;4.666666;7;1;0
70;4.666666;3;1;1
16;4.666666;7;0;1
35;4.666666;20;1;0
9;4.666666;8;0;0
23;4.666666;6;1;1
77;4.666666;0;0;0
15;4.666666;12;0;0
21;4.666666;8;0;1
5;4.666666;9;0;0
37;4.666666;7;1;0
6;4.666666;0;0;0
8;4.666666;5;0;1
29;4.666666;11;1;1
7;4.666666;7;0;0
5;4.666666;4;0;0
34;4.666666;0;0;0
11;4.666666;6;0;0
4;4.666666;12;0;0
20;4.666666;5;0;0
60;4.666666;8;1;1
28;4.666666;8;1;0
9;4.666666;12;0;0
24;4.666666;3;1;1
5;4.666666;9;0;1
45;4.666666;0;0;0
3;4.666666;9;0;1
28;4.666666;9;0;0
8;4.666666;5;0;0
38;4.666666;0;0;0
77;4.666666;0;1;0
13;4.666666;5;0;1
3;4.666666;17;0;0
21;4.666666;4;0;1
65;4.666666;0;1;0
34;4.666666;5;1;0
30;4.666666;6;1;1
7;4.666666;8;0;0
3;4.666666;0;1;0
2;4.666666;13;0;0
9;4.666666;19;0;0
15;4.666666;4;0;1
35;4.666666;6;1;1
2;4.666666;7;0;0
8;4.666666;8;0;0
1;4.666666;7;0;0
21;4.666666;6;0;0
10;4.666666;11;0;1
28;4.666666;10;0;0
11;4.666666;5;0;0
7;4.666666;18;0;0
35;4.666666;8;1;0
11;4.666666;9;0;0
9;4.666666;5;0;0
26;4.666666;5;1;1
12;4.666666;6;0;0
5;4.666666;13;0;0
40;4.666666;0;1;0
27;4.666666;8;0;1
8;4.666666;7;1;1
33;4.666666;9;0;1
20;4.666666;6;0;0
35;4.666666;11;0;1
7;4.666666;1;0;1
55;4.666666;0;0;0
55;4.666666;5;1;1
1;4.666666;12;0;0
24;4.666666;7;1;1
6;4.666666;9;0;0
22;4.666666;4;0;1
4;4.666666;7;0;0
63;4.666666;0;0;0
47;4.666666;3;0;1
6;4.666666;5;0;1
19;4.666666;6;1;1
7;4.666666;3;0;0
7;4.666666;14;0;0
14;4.666666;8;0;0
19;4.666666;0;1;0
28;4.666666;0;1;0
21;4.666666;3;0;0
14;4.666666;7;1;1
21;4.666666;1;0;1
47;4.666666;4;1;0
7;4.666666;11;0;1
51;4.666666;10;0;1
49;4.666666;7;1;1
9;4.666666;7;0;0
56;4.666666;0;0;0
1;4.666666;7;1;1
42;4.666666;0;0;0
5;4.666666;5;0;0
21;4.666666;6;1;1
7;4.666666;9;0;0
1;4.666666;0;1;0
30;4.666666;5;1;0
5;4.666666;8;0;0
1;4.666666;15;0;0
19;4.666666;4;1;0
9;4.666666;17;0;0
7;4.666666;5;0;1
72;4.666666;0;1;0
10;4.666666;7;0;0
15;4.666666;8;0;0
70;4.666666;6;1;0
29;4.666666;6;1;1
6;4.666666;8;0;0
3;4.666666;7;0;0
11;4.666666;3;0;1
42;4.666666;6;1;1
27;4.666666;0;0;0
35;4.666666;0;0;0
26;4.666666;0;1;0
28;4.666666;9;1;1
39;4.666666;0;0;0
47;4.666666;0;0;0
57;4.666666;0;0;0
14;4.666666;4;0;1
21;4.666666;20;0;0
14;4.666666;7;0;0
9;4.666666;26;1;1
2;4.666666;46;0;0
16;4.666666;5;0;0
2;4.666666;15;0;0
6;4.666666;16;0;0
21;4.666666;4;1;0
17;4.666666;0;0;0
7;4.666666;11;0;0
8;4.666666;6;0;0
30;4.666666;7;1;0
35;4.666666;7;1;1
7;4.666666;0;1;0
29;4.666666;0;0;0
9;4.666666;20;0;0
5;4.666666;10;0;0
19;4.666666;4;0;0
21;4.666666;8;0;0
13;4.666666;7;0;1
24;4.666666;5;1;1
23;4.666666;9;0;0
42;4.666666;1;1;0
6;4.666666;19;0;0
5;4.666666;3;0;1
10;4.666666;4;0;0
14;4.666666;4;0;0
19;4.666666;6;1;0
9;4.666666;9;0;0
24;4.666666;0;0;0
7;4.666666;7;0;1
20;4.666666;0;0;0
11;4.666666;5;0;1
5;4.666666;16;0;0
10;4.666666;11;0;0
7;4.666666;6;0;1
6;5.000000;3;0;1
18;5.000000;7;1;1
5;5.000000;8;0;0
63;5.000000;21;1;1
34;5.000000;5;1;1
16;5.000000;5;0;0
13;5.000000;0;1;0
28;5.000000;3;1;1
26;5.000000;6;0;0
10;5.000000;11;0;0
19;5.000000;5;0;0
7;5.000000;11;0;0
1;5.000000;8;0;0
26;5.000000;18;1;0
33;5.000000;3;1;0
47;5.000000;0;1;0
9;5.000000;8;0;0
63;5.000000;3;1;1
63;5.000000;0;1;0
39;5.000000;8;1;0
7;5.000000;10;0;1
20;5.000000;0;0;0
35;5.000000;11;0;1
13;5.000000;7;0;0
8;5.000000;11;1;1
19;5.000000;4;0;0
6;5.000000;6;0;0
24;5.000000;0;0;0
7;5.000000;14;0;1
10;5.000000;10;0;0
7;5.000000;5;0;0
6;5.000000;7;0;1
37;5.000000;4;0;1
2;5.000000;7;0;0
28;5.000000;0;1;0
7;5.000000;15;0;0
4;5.000000;9;0;0
13;5.000000;12;0;0
5;5.000000;6;0;0
44;5.000000;0;0;0
18;5.000000;6;0;1
7;5.000000;12;0;0
3;5.000000;0;0;0
25;5.000000;5;0;1
39;5.000000;4;1;0
21;5.000000;5;1;0
4;5.000000;4;0;0
11;5.000000;5;0;0
20;5.000000;4;0;1
6;5.000000;2;0;1
23;5.000000;0;0;0
9;5.000000;6;0;0
26;5.000000;2;0;1
21;5.000000;8;0;0
41;5.000000;2;1;1
7;5.000000;0;1;0
35;5.000000;10;1;1
34;5.000000;5;1;0
3;5.000000;9;0;0
28;5.000000;10;0;1
7;5.000000;30;0;0
7;5.000000;40;0;0
15;5.000000;8;0;0
26;5.000000;6;1;0
33;5.000000;0;0;0
5;5.000000;7;0;1
9;5.000000;10;0;0
7;5.000000;19;0;0
27;5.000000;4;0;1
8;5.000000;9;0;0
13;5.000000;6;1;0
12;5.000000;8;0;0
8;5.000000;0;0;0
8;5.000000;6;0;1
35;5.000000;4;0;1
19;5.000000;4;0;1
15;5.000000;6;0;1
29;5.000000;20;0;0
33;5.000000;3;1;1
7;5.000000;23;0;0
56;5.000000;0;0;0
47;5.000000;6;1;0
34;5.000000;0;0;0
2;5.000000;10;0;0
21;5.000000;4;0;0
18;5.000000;8;0;0
12;5.000000;9;0;0
11;5.000000;6;0;1
7;5.000000;6;0;1
49;5.000000;0;1;0
51;5.000000;0;0;0
7;5.000000;13;0;1
14;5.000000;19;0;0
36;5.000000;9;0;1
14;5.000000;12;0;0
11;5.000000;9;0;0
7;5.000000;9;0;0
4;5.000000;10;0;0
60;5.000000;0;0;0
21;5.000000;4;1;1
10;5.000000;6;0;0
13;5.000000;31;0;0
33;5.000000;5;1;0
42;5.000000;9;1;0
52;5.000000;4;1;0
7;5.000000;18;0;0
24;5.000000;6;1;0
50;5.000000;0;0;0
11;5.000000;0;0;0
8;5.000000;5;0;0
8;5.000000;15;0;0
7;5.000000;8;0;0
35;5.000000;0;1;0
17;5.000000;8;0;0
7;5.000000;3;0;1
28;5.000000;4;0;1
72;5.000000;0;0;0
12;5.000000;10;0;1
14;5.000000;9;0;0
21;5.000000;9;0;1
16;5.000000;9;0;0
10;5.000000;9;0;0
6;5.000000;8;0;0
77;5.000000;3;1;1
20;5.000000;4;1;0
17;5.000000;7;0;1
9;5.000000;7;0;1
7;5.000000;11;0;1
10;5.000000;6;0;1
6;5.000000;26;0;0
7;5.000000;42;0;0
21;5.000000;11;0;0
13;5.000000;5;0;1
47;5.000000;5;1;0
34;5.000000;6;1;1
47;5.000000;0;0;0
3;5.000000;10;0;1
13;5.000000;6;0;1
13;5.000000;4;1;1
17;5.000000;0;0;0
6;5.000000;6;0;1
13;5.000000;0;0;0
7;5.000000;10;0;0
26;5.000000;9;0;1
63;5.000000;0;0;0
5;5.000000;33;0;0
17;5.000000;4;0;0
21;5.000000;6;1;0
14;5.000000;8;0;0
21;5.000000;3;0;0
21;5.000000;13;0;0
11;5.000000;24;0;0
5;5.000000;3;0;0
7;5.000000;4;0;0
70;5.000000;0;1;0
18;5.000000;0;0;0
13;5.000000;4;0;0
9;5.000000;5;0;0
21;5.000000;12;0;1
21;5.000000;7;0;0
3;5.000000;7;0;0
14;5.000000;5;0;1
9;5.000000;0;0;0
58;5.000000;0;1;0
3;5.000000;14;0;0
8;5.000000;10;0;0
7;5.000000;0;0;0
9;5.000000;9;0;0
48;5.000000;0;0;0
35;5.000000;5;1;1
28;5.000000;5;1;0
65;5.000000;0;0;0
2;5.000000;6;0;0
21;5.000000;5;0;1
27;5.000000;4;1;0
5;5.000000;12;0;0
20;5.000000;0;1;0
21;5.000000;4;0;1
49;5.000000;5;1;1
5;5.000000;5;0;0
7;5.000000;5;0;1
23;5.000000;6;0;1
12;5.000000;6;0;0
35;5.000000;4;1;0
6;5.000000;10;0;1
35;5.000000;0;0;0
12;5.000000;0;0;0
2;5.000000;32;0;0
64;5.000000;0;0;0
6;5.000000;9;0;0
25;5.000000;18;0;0
5;5.000000;6;0;1
16;5.000000;0;0;0
5;5.000000;0;0;0
42;5.000000;0;1;0
29;5.000000;11;1;1
2;5.000000;5;0;0
22;5.000000;6;1;0
13;5.000000;18;0;0
10;5.000000;14;0;1
4;5.000000;12;0;0
21;5.000000;0;1;0
48;5.000000;6;1;1
9;5.000000;8;0;1
8;5.000000;5;0;1
18;5.000000;12;1;1
19;5.000000;3;0;1
9;5.000000;24;0;0
25;5.000000;4;0;0
35;5.000000;6;1;1
46;5.000000;0;1;0
33;5.000000;6;1;1
21;5.000000;14;0;1
22;5.000000;0;1;0
20;5.000000;7;0;0
15;5.000000;0;0;0
6;5.000000;12;0;0
36;5.000000;5;1;1
10;5.000000;5;0;0
1;5.000000;6;0;0
6;5.000000;0;0;0
21;5.000000;16;0;0
27;5.000000;0;1;0
4;5.000000;7;0;0
63;5.000000;7;0;1
41;5.000000;0;1;0
6;5.000000;5;0;0
36;5.000000;0;0;0
21;5.000000;9;1;0
28;5.000000;14;1;0
32;5.000000;0;1;0
63;5.000000;12;1;1
3;5.000000;8;0;0
12;5.000000;14;0;0
8;5.000000;4;0;0
17;5.000000;3;1;0
5;5.000000;9;0;0
19;5.000000;0;1;0
29;5.000000;7;0;1
75;5.000000;0;0;0
37;5.000000;0;1;0
17;5.000000;10;0;1
14;5.000000;4;0;0
35;5.000000;10;1;0
21;5.000000;6;0;1
8;5.000000;3;0;0
21;5.000000;4;1;0
10;5.000000;16;0;0
23;5.000000;4;1;0
20;5.000000;5;0;0
17;5.000000;3;0;0
35;5.000000;12;1;0
35;5.000000;7;0;1
24;5.000000;3;0;1
7;5.000000;7;0;0
21;5.000000;8;0;1
8;5.000000;14;0;0
16;5.000000;14;0;0
12;5.000000;6;1;1
10;5.000000;24;0;0
31;5.000000;2;0;1
21;5.000000;11;0;1
5;5.000000;15;0;0
30;5.000000;9;1;1
9;5.000000;12;0;0
13;5.000000;11;0;0
34;5.000000;4;1;1
60;5.000000;0;1;0
11;5.000000;13;0;0
14;5.000000;0;1;0
5;5.000000;23;0;1
5;5.000000;4;0;0
50;5.000000;0;1;0
54;5.000000;0;1;0
10;5.000000;8;0;1
9;5.000000;4;0;0
21;5.000000;10;0;0
21;5.000000;3;0;1
17;5.000000;5;0;1
7;5.000000;35;0;0
15;5.000000;7;0;1
62;5.000000;7;1;1
49;5.000000;0;0;0
7;5.000000;3;0;0
6;5.000000;5;0;1
8;5.000000;12;0;0
5;5.000000;11;0;0
29;5.000000;5;0;1
66;5.000000;4;1;0
2;5.000000;4;0;0
42;5.000000;8;1;1
14;5.000000;4;0;1
48;5.000000;5;1;1
17;5.000000;11;0;0
29;5.000000;9;1;1
37;5.000000;0;0;0
61;5.000000;3;0;1
12;5.000000;7;0;1
14;5.000000;6;0;0
36;5.000000;8;1;0
39;5.000000;0;0;0
6;5.000000;13;0;1
51;5.000000;0;1;0
7;5.000000;28;0;0
65;5.000000;4;0;1
11;5.000000;5;1;0
49;5.000000;6;1;0
21;5.000000;5;0;0
28;5.000000;0;0;0
16;5.000000;6;0;0
5;5.000000;5;0;1
4;5.000000;11;0;0
19;5.000000;14;0;0
7;5.000000;4;0;1
77;5.000000;0;0;0
40;5.000000;0;0;0
11;5.000000;8;0;1
7;5.000000;24;0;0
14;5.000000;8;0;1
6;5.000000;7;0;0
42;5.000000;20;0;1
13;5.000000;4;0;1
21;5.000000;7;0;1
21;5.000000;18;0;1
31;5.000000;12;1;0
1;5.000000;9;0;0
14;5.000000;3;0;0
6;5.000000;4;0;0
19;5.000000;6;0;1
23;5.000000;0;1;0
47;5.000000;3;1;0
6;5.000000;11;0;0
11;5.000000;7;0;0
20;5.000000;6;0;1
34;5.000000;0;1;0
3;5.000000;6;0;0
35;5.000000;10;0;1
4;5.000000;6;0;0
38;5.000000;0;0;0
