QtdDiasSemCompras;CamprasMedia;CamprasMediaMesAtual;UltimaCompraCancelada;isPositivada
38;3.666666;0;0;0
72;3.666666;0;0;0
8;3.666666;5;0;1
28;3.666666;8;1;1
10;3.666666;4;1;0
50;3.666666;5;1;1
59;3.666666;0;1;0
22;3.666666;10;1;1
62;3.666666;0;1;0
15;3.666666;5;0;0
20;3.666666;4;1;1
24;3.666666;10;1;1
7;3.666666;2;0;0
73;3.666666;0;1;0
55;3.666666;6;1;1
13;3.666666;0;0;0
3;3.666666;10;0;0
12;3.666666;10;0;0
17;3.666666;4;0;1
9;3.666666;4;0;1
23;3.666666;3;0;1
47;3.666666;3;0;1
42;3.666666;2;0;1
9;3.666666;5;0;1
70;3.666666;7;1;0
70;3.666666;0;1;0
47;3.666666;0;1;0
10;3.666666;8;0;0
21;3.666666;6;0;1
4;3.666666;10;0;0
7;3.666666;24;0;0
78;3.666666;9;1;1
7;3.666666;8;0;1
8;3.666666;4;0;0
4;3.666666;3;0;0
35;3.666666;5;1;0
62;3.666666;6;1;1
3;3.666666;9;0;1
21;3.666666;8;0;1
14;3.666666;0;0;0
8;3.666666;0;1;0
5;3.666666;5;0;1
5;3.666666;26;0;0
37;3.666666;0;0;0
23;3.666666;0;0;0
36;3.666666;13;1;1
6;3.666666;7;0;1
14;3.666666;20;0;0
44;3.666666;0;0;0
5;3.666666;4;0;1
13;3.666666;4;0;1
2;3.666666;20;0;0
8;3.666666;11;0;0
67;3.666666;6;1;1
19;3.666666;5;0;0
5;3.666666;11;0;0
3;3.666666;15;0;0
66;3.666666;0;1;0
27;3.666666;3;0;1
22;3.666666;7;0;1
11;3.666666;3;0;0
14;3.666666;7;0;0
7;3.666666;13;0;1
27;3.666666;6;0;1
20;3.666666;8;1;1
23;3.666666;6;0;1
21;3.666666;5;0;0
14;3.666666;5;0;0
56;3.666666;0;1;0
39;3.666666;0;0;0
35;3.666666;0;0;0
14;3.666666;11;0;0
7;3.666666;11;0;1
44;3.666666;5;1;0
10;3.666666;7;0;0
80;3.666666;0;0;0
11;3.666666;5;0;1
31;3.666666;7;1;0
21;3.666666;10;1;1
21;3.666666;4;1;1
7;3.666666;12;0;0
33;3.666666;0;1;0
61;3.666666;0;1;0
28;3.666666;3;0;1
25;3.666666;0;0;0
35;3.666666;7;0;1
11;3.666666;10;0;0
21;3.666666;9;1;1
13;3.666666;7;0;1
43;3.666666;0;0;0
3;3.666666;0;1;0
12;3.666666;5;0;1
11;3.666666;4;0;1
7;3.666666;3;0;1
21;3.666666;3;0;1
17;3.666666;3;0;0
52;3.666666;0;1;0
34;3.666666;0;0;0
10;3.666666;20;0;0
26;3.666666;0;0;0
21;3.666666;11;0;0
65;3.666666;8;1;0
7;3.666666;4;0;1
49;3.666666;8;1;1
33;3.666666;5;1;1
12;3.666666;9;1;0
33;3.666666;3;1;0
7;3.666666;15;0;0
25;3.666666;8;0;1
6;3.666666;12;0;0
36;3.666666;0;0;0
6;3.666666;11;0;0
35;3.666666;4;0;1
63;3.666666;0;0;0
27;3.666666;5;1;1
17;3.666666;6;0;0
13;3.666666;5;0;0
14;3.666666;10;0;0
14;3.666666;4;0;1
13;3.666666;8;0;1
45;3.666666;0;1;0
21;3.666666;7;0;1
18;3.666666;5;1;0
7;3.666666;7;0;1
12;3.666666;3;0;0
45;3.666666;3;1;1
9;3.666666;7;0;0
11;3.666666;5;0;0
21;3.666666;5;0;1
64;3.666666;0;0;0
2;3.666666;5;0;0
19;3.666666;0;0;0
35;3.666666;4;1;0
14;3.666666;6;0;1
9;3.666666;11;0;0
7;3.666666;0;0;0
42;3.666666;0;1;0
12;3.666666;4;0;0
21;3.666666;1;0;1
12;3.666666;6;0;1
6;3.666666;10;0;0
53;3.666666;0;0;0
18;3.666666;6;0;1
18;3.666666;4;1;1
18;3.666666;0;0;0
7;3.666666;4;0;0
48;3.666666;7;0;1
13;3.666666;12;0;0
4;3.666666;9;0;0
25;3.666666;3;0;0
71;3.666666;5;1;1
9;3.666666;14;0;0
52;3.666666;0;0;0
9;3.666666;15;0;0
21;3.666666;3;0;0
21;3.666666;6;1;0
7;3.666666;9;0;0
5;3.666666;10;0;0
48;3.666666;0;1;0
18;3.666666;1;0;1
54;3.666666;4;1;1
23;3.666666;7;1;1
21;3.666666;9;0;0
28;3.666666;7;1;1
8;3.666666;14;0;0
15;3.666666;0;0;0
66;3.666666;0;0;0
70;3.666666;5;0;1
38;3.666666;9;1;0
1;3.666666;6;0;0
17;3.666666;10;0;0
17;3.666666;0;0;0
77;3.666666;0;1;0
27;3.666666;0;0;0
35;3.666666;8;0;1
9;3.666666;7;0;1
23;3.666666;5;0;1
13;3.666666;3;0;0
11;3.666666;9;0;0
12;3.666666;7;0;1
5;3.666666;12;0;1
49;3.666666;0;1;0
5;3.666666;0;0;0
42;3.666666;6;1;0
54;3.666666;0;1;0
27;3.666666;3;1;1
55;3.666666;9;1;0
32;3.666666;0;0;0
70;3.666666;7;1;1
24;3.666666;4;0;0
19;3.666666;8;0;0
29;3.666666;0;1;0
14;3.666666;3;0;1
41;3.666666;9;0;1
20;3.666666;4;0;0
7;3.666666;27;0;0
8;3.666666;3;0;1
16;3.666666;6;0;1
38;3.666666;8;1;0
3;3.666666;2;0;0
17;3.666666;4;0;0
7;3.666666;5;0;1
4;3.666666;0;1;0
21;3.666666;4;0;0
11;3.666666;3;0;1
9;3.666666;5;1;1
8;3.666666;7;0;1
14;3.666666;7;0;1
40;3.666666;0;1;0
12;3.666666;0;1;0
30;3.666666;0;0;0
28;3.666666;4;1;1
55;3.666666;0;0;0
63;3.666666;12;1;0
61;3.666666;7;1;0
9;3.666666;5;0;0
19;3.666666;1;0;1
50;3.666666;12;0;1
44;3.666666;0;1;0
25;3.666666;4;1;1
35;3.666666;3;0;1
7;3.666666;13;0;0
6;3.666666;8;0;1
40;3.666666;9;0;1
35;3.666666;6;1;1
20;3.666666;0;0;0
19;3.666666;6;1;0
28;3.666666;0;0;0
18;3.666666;10;0;0
61;3.666666;1;1;1
6;3.666666;13;0;0
23;3.666666;1;1;0
41;3.666666;8;0;1
60;3.666666;7;1;1
8;3.666666;5;0;0
28;3.666666;5;0;1
49;3.666666;7;0;1
35;3.666666;10;1;0
38;3.666666;5;1;0
35;3.666666;0;1;0
42;3.666666;13;0;1
1;3.666666;10;0;0
6;3.666666;4;0;0
6;3.666666;0;0;0
65;3.666666;4;1;1
12;3.666666;5;0;0
24;3.666666;0;0;0
5;3.666666;9;0;0
32;3.666666;1;1;0
9;3.666666;2;0;1
10;3.666666;6;0;1
11;3.666666;0;0;0
1;3.666666;7;0;1
20;3.666666;5;0;1
16;3.666666;0;1;0
24;3.666666;6;0;1
10;3.666666;11;0;0
32;3.666666;5;1;0
7;3.666666;5;0;0
14;3.666666;5;0;1
11;3.666666;6;0;0
6;3.666666;9;0;0
35;3.666666;6;0;1
16;3.666666;0;0;0
4;3.666666;4;0;0
46;3.666666;0;0;0
7;3.666666;18;0;0
19;3.666666;7;0;0
10;3.666666;4;0;0
20;3.666666;6;1;0
42;3.666666;6;1;1
63;3.666666;12;1;1
12;3.666666;8;0;0
13;3.666666;8;1;1
21;3.666666;3;1;1
11;3.666666;4;1;1
62;3.666666;0;0;0
3;3.666666;12;0;0
6;3.666666;17;0;0
7;3.666666;5;1;1
68;3.666666;0;1;0
10;3.666666;0;0;0
13;3.666666;2;0;0
10;3.666666;10;0;0
5;3.666666;14;0;0
21;3.666666;4;0;1
22;3.666666;0;1;0
21;3.666666;5;1;0
60;3.666666;0;0;0
37;3.666666;5;1;0
49;3.666666;7;1;1
49;3.666666;3;0;1
63;3.666666;6;1;0
28;3.666666;8;0;1
38;3.666666;0;1;0
84;3.666666;5;1;0
25;3.666666;8;0;0
9;3.666666;0;0;0
42;3.666666;7;1;1
6;3.666666;4;0;1
14;3.666666;4;0;0
57;3.666666;0;0;0
9;3.666666;10;0;0
15;3.666666;7;0;0
54;3.666666;5;1;1
49;3.666666;4;1;0
21;3.666666;8;1;1
56;3.666666;9;1;0
45;3.666666;0;0;0
10;3.666666;6;0;0
1;3.666666;11;0;0
6;3.666666;5;0;1
91;3.666666;0;1;0
31;3.666666;4;1;0
56;3.666666;0;0;0
17;3.666666;5;0;0
5;3.666666;9;0;1
11;3.666666;8;0;0
8;3.666666;0;0;0
8;3.666666;9;0;0
4;3.666666;8;0;0
58;3.666666;0;1;0
35;3.666666;5;1;1
21;3.666666;6;0;0
1;3.666666;0;1;0
63;3.666666;7;1;0
7;3.666666;6;0;1
47;3.666666;7;1;0
48;3.666666;10;1;0
7;3.666666;8;0;0
3;3.666666;8;0;0
77;3.666666;7;1;0
24;3.666666;7;1;1
17;3.666666;9;0;0
21;3.666666;8;0;0
49;3.666666;5;1;0
71;3.666666;0;0;0
23;3.666666;5;1;0
25;3.666666;8;1;1
5;3.666666;5;0;0
9;3.666666;6;0;0
51;3.666666;0;0;0
28;3.666666;7;0;0
13;3.666666;34;0;0
5;3.666666;4;0;0
7;3.666666;14;0;0
13;3.666666;4;0;0
21;4.000000;6;1;1
10;4.000000;7;0;0
9;4.000000;4;0;1
61;4.000000;5;1;0
62;4.000000;0;1;0
69;4.000000;3;1;0
72;4.000000;0;1;0
38;4.000000;5;0;1
7;4.000000;21;0;0
23;4.000000;8;1;1
7;4.000000;4;0;1
35;4.000000;3;1;1
42;4.000000;0;0;0
4;4.000000;15;0;0
7;4.000000;11;0;1
35;4.000000;0;0;0
14;4.000000;6;0;0
56;4.000000;0;1;0
26;4.000000;3;0;1
36;4.000000;4;1;1
21;4.000000;7;0;1
10;4.000000;13;0;0
7;4.000000;7;0;1
15;4.000000;0;1;0
59;4.000000;21;1;1
49;4.000000;5;0;1
33;4.000000;0;0;0
2;4.000000;12;0;0
14;4.000000;5;0;1
9;4.000000;9;0;1
16;4.000000;2;1;1
47;4.000000;11;1;0
6;4.000000;6;0;0
46;4.000000;3;1;1
26;4.000000;6;0;1
30;4.000000;9;1;0
7;4.000000;3;0;1
57;4.000000;4;1;1
1;4.000000;13;0;0
5;4.000000;12;0;0
70;4.000000;0;1;0
61;4.000000;6;1;1
5;4.000000;15;1;1
71;4.000000;0;0;0
23;4.000000;4;1;1
40;4.000000;2;1;0
9;4.000000;7;0;0
31;4.000000;10;0;1
13;4.000000;6;0;0
42;4.000000;8;1;1
13;4.000000;5;0;1
61;4.000000;3;1;1
1;4.000000;8;0;0
64;4.000000;4;0;1
5;4.000000;6;0;0
18;4.000000;3;0;1
6;4.000000;11;0;0
32;4.000000;2;0;1
52;4.000000;3;1;1
12;4.000000;4;0;0
26;4.000000;5;1;1
81;4.000000;8;1;1
48;4.000000;5;1;1
13;4.000000;9;0;1
49;4.000000;4;1;1
41;4.000000;2;0;1
65;4.000000;5;1;1
5;4.000000;11;0;0
8;4.000000;0;1;0
19;4.000000;3;0;1
9;4.000000;2;0;0
7;4.000000;24;0;0
67;4.000000;0;0;0
45;4.000000;4;1;1
40;4.000000;3;1;1
33;4.000000;4;1;0
63;4.000000;0;0;0
91;4.000000;6;1;1
17;4.000000;8;0;0
14;4.000000;3;0;0
12;4.000000;5;0;1
12;4.000000;6;0;0
8;4.000000;7;0;0
15;4.000000;5;0;0
21;4.000000;3;1;0
7;4.000000;10;0;0
3;4.000000;10;0;0
13;4.000000;15;0;0
36;4.000000;0;0;0
23;4.000000;7;1;0
35;4.000000;8;1;0
24;4.000000;0;0;0
11;4.000000;11;0;0
37;4.000000;0;0;0
23;4.000000;5;0;0
16;4.000000;4;1;0
1;4.000000;10;0;0
47;4.000000;8;1;0
2;4.000000;4;0;0
11;4.000000;0;0;0
35;4.000000;7;1;1
28;4.000000;2;0;1
48;4.000000;0;0;0
6;4.000000;3;0;0
30;4.000000;7;0;1
2;4.000000;18;0;0
21;4.000000;0;0;0
88;4.000000;7;1;0
63;4.000000;2;1;0
2;4.000000;11;0;0
15;4.000000;3;0;1
45;4.000000;0;0;0
13;4.000000;16;0;0
13;4.000000;9;0;0
29;4.000000;0;0;0
5;4.000000;8;0;0
7;4.000000;7;0;0
18;4.000000;4;1;0
63;4.000000;0;1;0
7;4.000000;17;0;0
21;4.000000;7;0;0
49;4.000000;10;1;0
16;4.000000;7;1;1
8;4.000000;3;0;0
73;4.000000;0;1;0
3;4.000000;7;0;0
21;4.000000;9;1;1
19;4.000000;4;1;0
29;4.000000;7;1;1
20;4.000000;6;0;0
51;4.000000;32;0;1
4;4.000000;4;0;1
10;4.000000;8;0;0
2;4.000000;7;0;0
6;4.000000;7;0;0
77;4.000000;6;1;1
22;4.000000;0;1;0
34;4.000000;7;1;0
21;4.000000;4;0;1
14;4.000000;16;0;0
29;4.000000;15;0;0
49;4.000000;0;0;0
4;4.000000;6;0;0
60;4.000000;0;0;0
44;4.000000;0;0;0
6;4.000000;0;1;0
7;4.000000;1;0;1
79;4.000000;2;1;1
11;4.000000;15;0;1
53;4.000000;2;1;0
24;4.000000;4;0;1
5;4.000000;0;1;0
44;4.000000;5;1;1
29;4.000000;11;1;1
23;4.000000;7;0;1
7;4.000000;57;0;0
23;4.000000;0;1;0
87;4.000000;0;1;0
29;4.000000;8;0;1
19;4.000000;0;1;0
14;4.000000;4;0;1
10;4.000000;12;0;0
31;4.000000;0;0;0
21;4.000000;10;0;0
26;4.000000;6;1;1
18;4.000000;12;0;1
32;4.000000;3;0;1
44;4.000000;8;1;0
7;4.000000;8;0;1
3;4.000000;6;0;0
35;4.000000;15;0;1
21;4.000000;8;0;1
10;4.000000;4;0;1
39;4.000000;0;0;0
43;4.000000;0;0;0
63;4.000000;7;1;1
14;4.000000;0;1;0
75;4.000000;0;0;0
8;4.000000;4;0;0
18;4.000000;9;1;0
14;4.000000;7;0;0
35;4.000000;2;0;1
21;4.000000;5;1;0
28;4.000000;0;1;0
35;4.000000;6;1;0
41;4.000000;0;0;0
64;4.000000;0;0;0
8;4.000000;8;0;0
28;4.000000;1;1;1
4;4.000000;7;0;0
5;4.000000;2;0;0
16;4.000000;8;0;0
19;4.000000;5;1;1
2;4.000000;6;0;0
37;4.000000;4;1;0
12;4.000000;9;0;0
30;4.000000;0;1;0
33;4.000000;5;1;0
12;4.000000;7;0;0
2;4.000000;16;0;0
17;4.000000;2;0;0
7;4.000000;11;0;0
61;4.000000;0;0;0
28;4.000000;11;0;0
3;4.000000;3;0;0
77;4.000000;4;1;0
9;4.000000;5;0;0
67;4.000000;0;1;0
7;4.000000;3;0;0
35;4.000000;17;0;1
38;4.000000;0;0;0
5;4.000000;8;1;1
27;4.000000;0;1;0
1;4.000000;10;1;1
21;4.000000;3;0;1
79;4.000000;0;0;0
9;4.000000;9;0;0
5;4.000000;5;0;0
1;4.000000;6;0;0
47;4.000000;3;1;1
84;4.000000;0;0;0
40;4.000000;0;0;0
20;4.000000;0;0;0
48;4.000000;10;0;1
5;4.000000;16;0;0
24;4.000000;5;1;0
17;4.000000;5;1;0
15;4.000000;6;0;0
21;4.000000;15;0;0
14;4.000000;6;0;1
62;4.000000;7;1;0
4;4.000000;3;0;0
7;4.000000;8;0;0
21;4.000000;8;0;0
15;4.000000;7;0;0
7;4.000000;18;0;0
57;4.000000;0;1;0
39;4.000000;16;0;1
63;4.000000;6;0;1
5;4.000000;17;0;0
4;4.000000;10;0;0
9;4.000000;6;0;0
25;4.000000;5;0;0
7;4.000000;0;0;0
5;4.000000;6;0;1
9;4.000000;0;0;0
34;4.000000;3;1;0
63;4.000000;7;1;0
10;4.000000;9;0;0
3;4.000000;8;0;0
13;4.000000;5;0;0
48;4.000000;5;1;0
17;4.000000;9;0;0
8;4.000000;10;0;0
29;4.000000;4;0;0
7;4.000000;26;0;0
30;4.000000;5;1;0
13;4.000000;17;0;0
34;4.000000;9;1;0
12;4.000000;19;0;0
57;4.000000;4;0;1
77;4.000000;7;1;1
14;4.000000;10;1;0
19;4.000000;13;1;1
6;4.000000;8;0;0
49;4.000000;4;1;0
11;4.000000;14;0;0
21;4.000000;2;0;0
21;4.000000;3;0;0
35;4.000000;5;1;1
12;4.000000;32;0;0
44;4.000000;7;1;1
80;4.000000;4;0;1
35;4.000000;1;1;1
33;4.000000;0;1;0
21;4.000000;0;1;0
6;4.000000;22;0;0
5;4.000000;7;0;1
20;4.000000;5;1;0
6;4.000000;2;0;1
7;4.000000;9;0;1
10;4.000000;4;1;0
30;4.000000;4;0;1
81;4.000000;0;1;0
12;4.000000;5;0;0
2;4.000000;8;0;0
13;4.000000;7;0;1
8;4.000000;0;0;0
1;4.000000;7;0;0
8;4.000000;6;0;0
77;4.000000;0;0;0
63;4.000000;3;1;0
21;4.000000;9;0;0
51;4.000000;8;1;0
47;4.000000;0;0;0
6;4.000000;5;0;0
7;4.000000;14;0;1
20;4.000000;9;0;0
12;4.000000;10;0;0
37;4.000000;11;0;1
6;4.000000;18;0;0
31;4.000000;13;0;1
23;4.000000;8;1;0
35;4.000000;3;1;0
3;4.000000;4;0;0
17;4.000000;5;0;1
21;4.000000;4;0;0
5;4.000000;9;0;0
23;4.000000;2;1;0
3;4.000000;5;0;0
68;4.000000;0;0;0
14;4.000000;5;0;0
61;4.000000;0;1;0
70;4.000000;5;1;1
7;4.000000;22;0;0
5;4.000000;4;0;0
72;4.000000;0;0;0
40;4.000000;6;1;0
49;4.000000;0;1;0
5;4.000000;7;0;0
10;4.000000;0;0;0
10;4.000000;6;0;0
56;4.000000;0;0;0
29;4.000000;0;1;0
43;4.000000;0;1;0
13;4.000000;4;0;0
9;4.000000;4;0;0
21;4.000000;12;0;0
14;4.000000;8;0;0
12;4.000000;8;0;0
9;4.000000;3;0;0
23;4.000000;5;1;0
20;4.000000;8;0;0
4;4.000000;8;0;0
3;4.000000;12;0;0
8;4.000000;9;0;0
21;4.000000;4;1;1
32;4.000000;0;0;0
19;4.000000;8;0;1
6;4.000000;9;0;1
15;4.000000;4;0;0
20;4.000000;3;1;1
70;4.000000;2;1;1
54;4.000000;3;0;1
4;4.000000;5;0;0
49;4.000000;8;1;1
14;4.000000;2;0;1
15;4.000000;8;0;1
17;4.000000;7;0;1
16;4.000000;5;0;1
21;4.000000;5;0;1
50;4.000000;0;0;0
11;4.000000;4;1;0
7;4.000000;5;0;0
35;4.000000;6;0;1
20;4.000000;4;0;0
21;4.000000;5;1;1
13;4.000000;11;0;0
7;4.000000;4;1;1
2;4.000000;5;0;0
7;4.000000;19;0;0
7;4.000000;2;0;1
61;4.000000;16;1;1
38;4.000000;0;1;0
19;4.000000;8;0;0
9;4.000000;19;0;0
16;4.000000;0;0;0
10;4.000000;15;0;0
7;4.000000;13;0;0
39;4.000000;4;1;0
14;4.000000;7;0;1
10;4.000000;10;0;0
35;4.000000;8;0;1
6;4.000000;9;0;0
60;4.000000;5;1;1
37;4.000000;9;1;0
34;4.000000;4;1;0
9;4.000000;7;0;1
14;4.000000;4;1;1
5;4.000000;18;0;0
66;4.000000;0;0;0
16;4.000000;5;0;0
18;4.000000;0;0;0
41;4.000000;0;1;0
30;4.000000;0;0;0
27;4.000000;0;0;0
33;4.000000;10;0;1
6;4.000000;4;0;0
8;4.000000;11;0;0
19;4.000000;0;0;0
22;4.000000;9;0;1
7;4.000000;5;0;1
5;4.000000;14;0;0
13;4.000000;0;0;0
11;4.000000;6;0;0
42;4.000000;4;0;1
46;4.000000;4;1;0
63;4.000000;7;0;1
21;4.000000;5;0;0
7;4.000000;27;0;0
15;4.000000;15;0;0
5;4.000000;0;0;0
33;4.000000;4;1;1
10;4.000000;6;0;1
21;4.000000;8;1;1
6;4.000000;13;0;0
54;4.000000;0;0;0
35;4.000000;2;1;1
5;4.000000;4;0;1
14;4.000000;3;0;1
7;4.000000;17;0;1
35;4.000000;0;1;0
10;4.000000;3;0;1
54;4.000000;5;1;1
16;4.000000;4;0;0
26;4.000000;3;1;1
2;4.000000;9;0;0
19;4.000000;5;0;1
7;4.000000;10;0;1
47;4.000000;5;0;1
18;4.000000;9;0;0
77;4.000000;16;1;0
2;4.000000;66;0;0
13;4.000000;4;0;1
12;4.000000;7;0;1
12;4.000000;0;0;0
48;4.000000;0;1;0
2;4.000000;6;0;1
28;4.000000;4;1;1
10;4.000000;11;0;0
22;4.000000;5;0;1
21;4.000000;3;1;1
9;4.000000;5;0;1
51;4.000000;17;1;0
28;4.000000;0;0;0
6;4.000000;5;0;1
40;4.000000;0;1;0
7;4.000000;14;0;0
7;4.000000;6;0;1
5;4.000000;13;0;0
40;4.000000;7;1;1
62;4.000000;0;0;0
55;4.000000;0;0;0
63;4.000000;2;1;1
11;4.000000;5;0;0
18;4.000000;4;0;0
21;4.000000;12;1;1
9;4.000000;6;0;1
56;4.000000;8;1;0
63;4.000000;21;0;1
4;4.000000;4;0;0
33;4.000000;7;1;0
60;4.000000;0;1;0
21;4.000000;6;0;1
17;4.000000;6;1;1
34;4.000000;0;1;0
77;4.000000;6;1;0
20;4.000000;13;0;0
20;4.000000;3;0;0
51;4.000000;0;0;0
8;4.000000;5;0;0
62;4.000000;2;0;1
26;4.000000;1;0;1
37;4.000000;0;1;0
22;4.000000;0;0;0
71;4.000000;7;1;0
17;4.000000;0;0;0
5;4.000000;10;0;0
17;4.000000;6;0;0
16;4.000000;10;0;0
11;4.000000;9;0;0
18;4.000000;8;0;0
28;4.000000;5;0;1
33;4.000000;6;0;1
35;4.000000;10;0;1
7;4.000000;9;0;0
6;4.000000;6;0;1
75;4.000000;0;1;0
73;4.000000;7;1;0
21;4.000000;7;1;0
26;4.000000;0;0;0
49;4.000000;2;1;1
52;4.000000;0;0;0
21;4.000000;9;0;1
7;4.000000;15;0;0
12;4.000000;11;0;0
10;4.000000;5;0;0
7;4.000000;4;0;0
26;4.000000;4;1;1
15;4.000000;0;0;0
17;4.000000;4;0;0
52;4.000000;9;1;1
7;4.000000;23;0;0
7;4.000000;12;0;0
42;4.000000;0;1;0
35;4.000000;4;1;0
10;4.000000;7;0;1
40;4.000000;8;0;1
24;4.000000;3;1;1
6;4.000000;0;0;0
80;4.000000;8;1;1
14;4.000000;0;0;0
14;4.000000;9;0;0
4;4.000000;9;0;0
1;4.000000;5;0;0
78;4.000000;0;1;0
19;4.000000;2;0;0
9;4.000000;13;0;0
68;4.000000;0;1;0
14;4.000000;8;0;1
35;4.000000;1;0;1
23;4.000000;0;0;0
25;4.000000;0;0;0
6;4.000000;10;0;0
4;4.000000;11;0;0
8;4.000000;4;0;1
56;4.000000;7;1;1
7;4.000000;6;0;0
16;4.000000;6;0;0
20;4.000000;5;0;0
10;4.000000;4;0;0
8;4.000000;12;0;0
2;4.000000;3;0;0
34;4.000000;0;0;0
21;4.000000;6;0;0
20;4.000000;3;0;1
11;4.000000;7;0;0
6;4.000000;15;0;0
15;4.000000;10;0;0
15;4.000000;4;0;1
19;4.000000;9;0;0
21;4.000000;19;0;0
2;4.000000;10;0;0
69;4.000000;0;1;0
5;4.000000;15;0;0
4;4.000000;12;0;0
47;4.000000;0;1;0
10;4.000000;3;0;0
9;4.000000;8;0;0
37;4.000000;10;1;0
51;4.000000;0;1;0
13;4.000000;8;0;0
34;4.000000;5;1;0
77;4.000000;0;1;0
48;4.333333;0;0;0
16;4.333333;11;0;0
30;4.333333;0;0;0
26;4.333333;0;0;0
44;4.333333;0;0;0
19;4.333333;8;0;0
2;4.333333;14;0;0
14;4.333333;8;0;0
10;4.333333;2;0;0
5;4.333333;3;0;0
10;4.333333;8;0;0
5;4.333333;0;1;0
35;4.333333;7;0;1
21;4.333333;17;0;1
38;4.333333;0;0;0
8;4.333333;12;0;0
50;4.333333;2;0;1
21;4.333333;6;1;0
8;4.333333;18;0;0
7;4.333333;8;0;0
21;4.333333;0;1;0
34;4.333333;0;0;0
55;4.333333;4;1;1
8;4.333333;4;0;1
13;4.333333;4;0;1
35;4.333333;3;0;1
7;4.333333;7;0;1
31;4.333333;0;0;0
7;4.333333;20;0;0
21;4.333333;11;0;0
47;4.333333;0;0;0
27;4.333333;0;0;0
20;4.333333;5;0;1
55;4.333333;0;0;0
8;4.333333;6;0;1
26;4.333333;4;0;1
62;4.333333;7;1;0
5;4.333333;4;0;1
7;4.333333;9;0;0
6;4.333333;6;0;0
10;4.333333;5;0;0
17;4.333333;0;0;0
9;4.333333;10;0;0
23;4.333333;0;0;0
24;4.333333;6;0;1
1;4.333333;8;0;0
4;4.333333;8;0;0
12;4.333333;10;1;1
38;4.333333;7;0;1
21;4.333333;4;0;1
38;4.333333;12;1;1
8;4.333333;7;0;0
14;4.333333;4;0;0
26;4.333333;4;1;0
13;4.333333;6;0;0
1;4.333333;4;0;1
21;4.333333;8;1;0
18;4.333333;3;1;0
67;4.333333;0;1;0
19;4.333333;5;0;0
12;4.333333;1;0;0
7;4.333333;5;0;0
10;4.333333;10;0;0
7;4.333333;0;0;0
13;4.333333;0;0;0
21;4.333333;4;1;0
35;4.333333;1;0;1
26;4.333333;8;1;0
9;4.333333;0;0;0
34;4.333333;6;0;1
21;4.333333;2;0;1
2;4.333333;7;0;0
9;4.333333;6;0;0
42;4.333333;0;1;0
7;4.333333;12;0;0
30;4.333333;6;1;0
3;4.333333;9;0;0
5;4.333333;8;0;0
41;4.333333;5;1;0
64;4.333333;5;1;1
18;4.333333;0;0;0
50;4.333333;0;1;0
11;4.333333;10;0;0
20;4.333333;4;0;1
28;4.333333;6;0;1
91;4.333333;0;1;0
25;4.333333;8;0;0
49;4.333333;8;0;1
7;4.333333;3;0;1
8;4.333333;5;0;1
21;4.333333;10;0;0
83;4.333333;5;1;1
6;4.333333;8;1;0
15;4.333333;4;1;1
19;4.333333;5;1;1
43;4.333333;2;1;1
4;4.333333;0;1;0
34;4.333333;7;1;0
29;4.333333;5;1;0
56;4.333333;5;1;0
9;4.333333;9;0;0
10;4.333333;6;0;1
18;4.333333;10;0;0
65;4.333333;5;1;1
52;4.333333;0;1;0
15;4.333333;6;0;1
24;4.333333;4;1;0
7;4.333333;10;0;0
19;4.333333;0;0;0
10;4.333333;0;0;0
14;4.333333;0;0;0
11;4.333333;5;0;0
4;4.333333;11;0;0
33;4.333333;6;0;1
17;4.333333;6;0;0
6;4.333333;8;0;1
16;4.333333;4;0;1
9;4.333333;4;0;1
49;4.333333;7;1;1
8;4.333333;24;0;0
21;4.333333;14;0;0
42;4.333333;6;1;0
7;4.333333;24;0;0
6;4.333333;10;0;0
65;4.333333;0;1;0
6;4.333333;13;0;0
10;4.333333;11;0;0
24;4.333333;8;1;0
49;4.333333;9;0;1
17;4.333333;10;0;0
7;4.333333;19;0;0
20;4.333333;0;0;0
4;4.333333;12;0;0
11;4.333333;0;0;0
22;4.333333;16;0;1
1;4.333333;11;0;0
7;4.333333;13;0;1
29;4.333333;0;0;0
51;4.333333;6;1;0
9;4.333333;13;0;0
23;4.333333;8;0;0
21;4.333333;6;1;1
5;4.333333;7;0;0
6;4.333333;3;0;1
53;4.333333;8;1;1
17;4.333333;5;0;0
19;4.333333;4;0;0
9;4.333333;18;0;0
10;4.333333;9;0;0
44;4.333333;0;1;0
29;4.333333;16;1;0
5;4.333333;3;0;1
7;4.333333;27;0;0
16;4.333333;7;0;0
7;4.333333;39;0;0
35;4.333333;7;1;1
22;4.333333;5;0;1
8;4.333333;6;0;0
12;4.333333;5;0;0
10;4.333333;15;0;0
6;4.333333;16;0;0
16;4.333333;6;0;0
5;4.333333;11;0;0
20;4.333333;5;0;0
7;4.333333;4;1;1
7;4.333333;4;0;0
5;4.333333;0;0;0
56;4.333333;5;1;1
23;4.333333;4;0;1
21;4.333333;16;0;1
35;4.333333;6;0;1
12;4.333333;0;0;0
46;4.333333;0;0;0
1;4.333333;7;0;0
28;4.333333;0;0;0
8;4.333333;11;0;0
40;4.333333;3;1;1
12;4.333333;10;0;0
40;4.333333;0;0;0
21;4.333333;6;0;1
7;4.333333;6;0;1
29;4.333333;8;0;1
